pmid,cancer_type
28888417,Vaginal Cancer
28888417,Cervical Cancer
28888417,Endometrial Cancer
28888539,Endometrial Cancer
28888540,Ovarian Cancer
28888541,Ovarian Cancer
28888675,Breast Cancer
28888675,Cardiac Tumors
28888849,Osteosarcoma
28888849,Kidney Cancer
28889792,Melanoma
28890157,Brain Tumor
28890310,Gallbladder Cancer
28890310,Bile Duct Cancer
28891208,Lung Cancer
28891423,Melanoma
28891793,Prostate Cancer
28891842,Rectal Cancer
28891842,Colorectal Cancer
28891906,Sarcoma
28891906,Testicular Cancer
28892064,Brain Tumor
28893315,Breast Cancer
28893733,Lymphoma
28893901,Prostate Cancer
28895084,Sarcoma
28895084,Bone Cancer
28895206,Multiple Myeloma
28898379,Breast Cancer
28898394,Head and Neck Cancer
28898698,Melanoma
28899363,Breast Cancer
28899363,Esophageal Cancer
28899363,Gastric Cancer
28899363,Head and Neck Cancer
28899409,Breast Cancer
28899556,Head and Neck Cancer
28899972,Lymphoma
28899972,Multiple Myeloma
28899973,Prostate Cancer
28900115,Bone Cancer
28900115,Leukemia
28900115,Acute Myeloid Leukemia (AML)
28902079,Osteosarcoma
28902079,Kidney Cancer
28902390,Lymphoma
28902401,Prostate Cancer
28902402,Brain Tumor
28902533,Kidney Cancer
28902785,Pancreatic Cancer
28902789,Pancreatic Cancer
28902795,Liver Cancer
28902882,Breast Cancer
28903158,Breast Cancer
28903167,Breast Cancer
28903181,Ovarian Cancer
28903991,Breast Cancer
28904059,Lung Cancer
28904061,Breast Cancer
28904066,Head and Neck Cancer
28904174,Cardiac Tumors
28904174,Leukemia
28904174,Acute Myeloid Leukemia (AML)
28904174,Lymphoma
28905508,Brain Tumor
28905508,Kidney Cancer
28905674,Endometrial Cancer
28905674,Gastrointestinal Tumor
28906322,Retinoblastoma
28910150,Colorectal Cancer
28910150,Liver Cancer
28910151,Prostate Cancer
28910387,Melanoma
28911154,Thyroid Cancer
28911726,Thyroid Cancer
28911955,Lung Cancer
28912138,Kidney Cancer
28912244,Colorectal Cancer
28912244,Pancreatic Cancer
28912586,Gastric Cancer
28912626,Breast Cancer
28913712,Gallbladder Cancer
28913712,Liver Cancer
28913760,Breast Cancer
28913760,Gastrointestinal Tumor
28913947,Esophageal Cancer
28913947,Gastric Cancer
28914394,Gastric Cancer
28914967,Ovarian Cancer
28915085,Melanoma
28915085,Skin Cancer
28915085,Kidney Cancer
28915338,Lymphoma
28916225,Melanoma
28916225,Brain Tumor
28916273,Prostate Cancer
28916273,Bladder Cancer
28916273,Head and Neck Cancer
28916367,Ovarian Cancer
28916367,Fallopian Tube Cancer
28916527,Head and Neck Cancer
28916657,Prostate Cancer
28916657,Bone Cancer
28916978,Breast Cancer
28917012,Colorectal Cancer
28917012,Liver Cancer
28917152,Pancreatic Cancer
28917433,Bone Cancer
28917433,Endometrial Cancer
28917648,Colorectal Cancer
28918304,Leukemia
28918304,Acute Myeloid Leukemia (AML)
28918304,Myeloproliferative Neoplasms
28918548,Breast Cancer
28918974,Skin Cancer
28919011,Lung Cancer
28919040,Breast Cancer
28919579,Breast Cancer
28920142,Multiple Myeloma
28921384,Liver Cancer
28921449,Pancreatic Cancer
28921520,Ovarian Cancer
28921573,Breast Cancer
28921907,Melanoma
28921939,Liver Cancer
28922087,Cardiac Tumors
28922087,Lymphoma
28922292,Multiple Myeloma
28922334,Brain Tumor
28922334,Lung Cancer
28922334,Lymphoma
28922778,Lung Cancer
28922780,Breast Cancer
28922780,Prostate Cancer
28922780,Colorectal Cancer
28922780,Lung Cancer
28923101,Melanoma
28923120,Melanoma
28923217,Breast Cancer
28923217,Brain Tumor
28923218,Sarcoma
28923219,Gastrointestinal Tumor
28923222,Esophageal Cancer
28923559,Colorectal Cancer
28923559,Gastric Cancer
28923559,Pancreatic Cancer
28923856,Bladder Cancer
28924968,Pancreatic Cancer
28925066,Prostate Cancer
28925066,Breast Cancer
28925066,Ovarian Cancer
28925877,Prostate Cancer
28925877,Sarcoma
28925877,Colorectal Cancer
28925877,Leukemia
28925877,Lung Cancer
28925877,Pancreatic Cancer
28925878,Cervical Cancer
28926676,Breast Cancer
28927534,Gastric Cancer
28927784,Leukemia
28927784,Acute Lymphoblastic Leukemia (ALL)
28927784,Acute Myeloid Leukemia (AML)
28927900,Endometrial Cancer
28928158,Liver Cancer
28928239,Lung Cancer
28928360,Melanoma
28929197,Liver Cancer
28929463,Rectal Cancer
28929463,Liver Cancer
28930812,Vaginal Cancer
28930812,Cervical Cancer
28930812,Endometrial Cancer
28932842,Breast Cancer
28932842,Melanoma
28932842,Lung Cancer
28933016,Colorectal Cancer
28933735,Leukemia
28933735,Acute Myeloid Leukemia (AML)
28933735,Myeloproliferative Neoplasms
28933799,Brain Tumor
28933999,Leukemia
28933999,Lymphoma
28935347,Lung Cancer
28935400,Melanoma
28935452,Colorectal Cancer
28935452,Liver Cancer
28935542,Breast Cancer
28935763,Melanoma
28935763,Skin Cancer
28935774,Bone Cancer
28935774,Sarcoma
28935774,Melanoma
28935774,Prostate Cancer
28935774,Kidney Cancer
28935774,Lung Cancer
28935775,Lung Cancer
28936799,Colorectal Cancer
28937022,Esophageal Cancer
28937327,Multiple Myeloma
28937369,Lymphoma
28937369,Burkitt Lymphoma
28937804,Endometrial Cancer
28939065,Head and Neck Cancer
28939067,Head and Neck Cancer
28939067,Lymphoma
28939070,Head and Neck Cancer
28939078,Head and Neck Cancer
28939182,Colorectal Cancer
28939223,Brain Tumor
28939223,Lung Cancer
28939229,Prostate Cancer
28939252,Breast Cancer
28939740,Kidney Cancer
28939747,Neuroblastoma
28940042,Liver Cancer
28940257,Liver Cancer
28940301,Breast Cancer
28940498,Brain Tumor
28940498,Lung Cancer
28940587,Leukemia
28940587,Chronic Lymphocytic Leukemia (CLL)
28940587,Liver Cancer
28940863,Brain Tumor
28941030,Prostate Cancer
28941728,Liver Cancer
28941919,Kidney Cancer
28941920,Prostate Cancer
28941963,Prostate Cancer
28942077,Head and Neck Cancer
28942077,Lung Cancer
28942182,Bladder Cancer
28942182,Cervical Cancer
28943062,Breast Cancer
28945250,Rhabdoid Tumor
28945250,Sarcoma
28945296,Head and Neck Cancer
28945617,Colorectal Cancer
28947141,Osteosarcoma
28947173,Ovarian Cancer
28947174,Endometrial Cancer
28947271,Breast Cancer
28947394,Neuroblastoma
28947422,Head and Neck Cancer
28947502,Brain Tumor
28947565,Leukemia
28947565,Acute Myeloid Leukemia (AML)
28947565,Myeloproliferative Neoplasms
28947566,Breast Cancer
28947567,Melanoma
28947567,Pancreatic Cancer
28948329,Pancreatic Cancer
28948332,Mesothelioma
28948368,Gastric Cancer
28949949,Lung Cancer
28951284,Kidney Cancer
28951454,Lung Cancer
28951457,Melanoma
28951457,Colorectal Cancer
28951500,Lung Cancer
28953264,Colorectal Cancer
28953887,Melanoma
28954284,Breast Cancer
28954284,Prostate Cancer
28954284,Colorectal Cancer
28954284,Lung Cancer
28954284,Pancreatic Cancer
28954285,Colorectal Cancer
28954285,Liver Cancer
28954285,Pancreatic Cancer
28954297,Breast Cancer
28954551,Liver Cancer
28954786,Lung Cancer
28957377,Breast Cancer
28957395,Colorectal Cancer
28957699,Leukemia
28957699,Acute Myeloid Leukemia (AML)
28958504,Gastric Cancer
28958504,Liver Cancer
28958617,Colorectal Cancer
28958652,Breast Cancer
28958732,Anal Cancer
28958732,Vulvar Cancer
28958732,Colorectal Cancer
28958732,Liver Cancer
28958732,Lung Cancer
28958992,Brain Tumor
28960259,Breast Cancer
28960862,Breast Cancer
28961465,Melanoma
28962889,Bone Cancer
28962889,Colorectal Cancer
28962889,Liver Cancer
28963709,Cardiac Tumors
28963709,Gastric Cancer
28963790,Head and Neck Cancer
28964421,Lung Cancer
28964585,Sarcoma
28964585,Ewing Sarcoma
28964622,Ovarian Cancer
28964630,Liver Cancer
28965698,Endometrial Cancer
28965698,Kidney Cancer
28967485,Kidney Cancer
28967554,Kidney Cancer
28967554,Liver Cancer
28967554,Lung Cancer
28967804,Bladder Cancer
28967920,Lung Cancer
28967922,Leukemia
28967922,Acute Myeloid Leukemia (AML)
28968159,Brain Tumor
28968163,Breast Cancer
28968165,Brain Tumor
28968893,Kidney Cancer
28970361,Pancreatic Cancer
28971268,Lung Cancer
28971501,Leukemia
28971501,Acute Lymphoblastic Leukemia (ALL)
28971501,Acute Myeloid Leukemia (AML)
28971726,Bone Cancer
28971726,Gastrointestinal Tumor
28971726,Leukemia
28971726,Chronic Lymphocytic Leukemia (CLL)
28971900,Lymphoma
28971986,Breast Cancer
28971986,Ovarian Cancer
28972015,Lymphoma
28972039,Mesothelioma
28972075,Retinoblastoma
28972075,Pituitary Tumor
28972075,Thyroid Cancer
28972075,Neuroblastoma
28972424,Leukemia
28972834,Colorectal Cancer
28973432,Brain Tumor
28973656,Thyroid Cancer
28973710,Breast Cancer
28974113,Liver Cancer
28974397,Bladder Cancer
28974397,Kidney Cancer
28974511,Leukemia
28974511,Acute Lymphoblastic Leukemia (ALL)
28975467,Brain Tumor
28975828,Liver Cancer
28975831,Liver Cancer
28975835,Liver Cancer
28975837,Breast Cancer
28976138,Melanoma
28976138,Sarcoma
28976138,Head and Neck Cancer
28976574,Prostate Cancer
28976574,Head and Neck Cancer
28976574,Lung Cancer
28976791,Gastric Cancer
28977607,Breast Cancer
28977607,Bone Cancer
28977607,Endometrial Cancer
28978723,Brain Tumor
28978906,Kidney Cancer
28980390,Prostate Cancer
28980390,Bladder Cancer
28980390,Kidney Cancer
28980395,Pancreatic Cancer
28981362,Kidney Cancer
28981385,Melanoma
28982112,Pancreatic Cancer
28982213,Head and Neck Cancer
28982744,Lung Cancer
28982747,Breast Cancer
28982750,Bladder Cancer
28983018,Leukemia
28983018,Acute Lymphoblastic Leukemia (ALL)
28983557,Colorectal Cancer
28983805,Kidney Cancer
28983805,Multiple Myeloma
28984258,Neuroblastoma
28984258,Liver Cancer
28984258,Lung Cancer
28984300,Bone Cancer
28984300,Leukemia
28984300,Chronic Lymphocytic Leukemia (CLL)
28984300,Lymphoma
28984303,Head and Neck Cancer
28984423,Leukemia
28984423,Acute Myeloid Leukemia (AML)
28984483,Gastrointestinal Tumor
28985622,Cardiac Tumors
28985622,Kidney Cancer
28985622,Leukemia
28985622,Acute Myeloid Leukemia (AML)
28986391,Pancreatic Cancer
28986743,Breast Cancer
28987237,Colorectal Cancer
28988289,Brain Tumor
28988646,Sarcoma
28988646,Bone Cancer
28988646,Osteosarcoma
28988646,Ewing Sarcoma
28988670,Lymphoma
28988769,Bladder Cancer
28989038,Lung Cancer
28990119,Pancreatic Cancer
28990127,Breast Cancer
28990155,Breast Cancer
28991298,Ovarian Cancer
28991513,Melanoma
28991877,Retinoblastoma
28992562,Lung Cancer
28992563,Colorectal Cancer
28993364,Rectal Cancer
28993364,Lymphoma
28993411,Liver Cancer
28994212,Melanoma
28994212,Brain Tumor
28994212,Head and Neck Cancer
29016809,Brain Tumor
29016843,Bone Cancer
29016900,Brain Tumor
29016926,Brain Tumor
29018077,Multiple Myeloma
29019285,Leukemia
29019325,Breast Cancer
29019325,Skin Cancer
29019325,Endometrial Cancer
29019325,Esophageal Cancer
29019325,Head and Neck Cancer
29019452,Multiple Myeloma
29019749,Bladder Cancer
29020310,Leukemia
29020310,Acute Lymphoblastic Leukemia (ALL)
29020690,Colorectal Cancer
29020960,Melanoma
29020960,Breast Cancer
29020960,Kidney Cancer
29021380,Head and Neck Cancer
29021619,Breast Cancer
29021619,Ovarian Cancer
29021619,Prostate Cancer
29022562,Ovarian Cancer
29022562,Cardiac Tumors
29023213,Lung Cancer
29023247,Retinoblastoma
29023643,Brain Tumor
29023643,Melanoma
29023647,Breast Cancer
29023828,Liver Cancer
29023992,Leukemia
29023992,Acute Myeloid Leukemia (AML)
29023992,Myeloproliferative Neoplasms
29024301,Leukemia
29024301,Acute Lymphoblastic Leukemia (ALL)
29024301,Lymphoma
29024537,Breast Cancer
29025425,Sarcoma
29025425,Cardiac Tumors
29025425,Lung Cancer
29025425,Lymphoma
29025585,Gastric Cancer
29025772,Lung Cancer
29025958,Prostate Cancer
29025989,Prostate Cancer
29025989,Melanoma
29025989,Lung Cancer
29027261,Leukemia
29027484,Bladder Cancer
29027825,Multiple Myeloma
29028110,Melanoma
29028513,Breast Cancer
29029885,Lung Cancer
29029886,Thyroid Cancer
29029886,Breast Cancer
29029886,Colorectal Cancer
29029886,Lung Cancer
29030092,Leukemia
29030092,Acute Myeloid Leukemia (AML)
29030317,Prostate Cancer
29030353,Lung Cancer
29030741,Sarcoma
29030741,Bone Cancer
29032264,Leukemia
29032264,Acute Lymphoblastic Leukemia (ALL)
29032264,Chronic Lymphocytic Leukemia (CLL)
29032264,Lymphoma
29032268,Leukemia
29032272,Lymphoma
29032274,Leukemia
29032274,Chronic Lymphocytic Leukemia (CLL)
29032518,Brain Tumor
29032717,Prostate Cancer
29033025,Pancreatic Cancer
29033099,Prostate Cancer
29033099,Bone Cancer
29033130,Melanoma
29034009,Myeloproliferative Neoplasms
29035360,Breast Cancer
29035643,Bone Cancer
29035643,Breast Cancer
29035645,Breast Cancer
29036035,Liver Cancer
29036261,Melanoma
29036261,Lung Cancer
29037215,Brain Tumor
29037215,Melanoma
29037469,Esophageal Cancer
29037481,Endometrial Cancer
29037531,Kidney Cancer
29037805,Ovarian Cancer
29037805,Leukemia
29037805,Acute Myeloid Leukemia (AML)
29037805,Myeloproliferative Neoplasms
29037958,Esophageal Cancer
29037958,Gastric Cancer
29038296,Colorectal Cancer
29038297,Rectal Cancer
29038297,Colorectal Cancer
29038347,Breast Cancer
29039125,Kidney Cancer
29039422,Prostate Cancer
29039989,Leukemia
29039989,Acute Myeloid Leukemia (AML)
29040030,Melanoma
29040031,Leukemia
29040031,Myeloproliferative Neoplasms
29040054,Sarcoma
29040258,Prostate Cancer
29040691,Thyroid Cancer
29040703,Brain Tumor
29040974,Pancreatic Cancer
29041898,Melanoma
29042120,Pancreatic Cancer
29042125,Prostate Cancer
29042416,Breast Cancer
29042416,Ovarian Cancer
29042416,Lung Cancer
29043412,Colorectal Cancer
29043607,Gallbladder Cancer
29043869,Adrenocortical Cancer
29043869,Multiple Myeloma
29044475,Breast Cancer
29044496,Melanoma
29044548,Breast Cancer
29044788,Thyroid Cancer
29044788,Head and Neck Cancer
29045023,Liver Cancer
29045266,Prostate Cancer
29045679,Prostate Cancer
29047029,Sarcoma
29047029,Prostate Cancer
29047108,Lymphoma
29047158,Leukemia
29047158,Acute Lymphoblastic Leukemia (ALL)
29047158,Lymphoma
29047390,Breast Cancer
29048105,Multiple Myeloma
29048129,Bone Cancer
29048129,Gastrointestinal Tumor
29048129,Multiple Myeloma
29048549,Pancreatic Cancer
29048614,Brain Tumor
29048879,Liver Cancer
29048991,Breast Cancer
29049452,Prostate Cancer
29049492,Prostate Cancer
29049841,Head and Neck Cancer
29050692,Leukemia
29050692,Acute Lymphoblastic Leukemia (ALL)
29051323,Lung Cancer
29051341,Skin Cancer
29052085,Gastric Cancer
29052442,Bone Cancer
29052442,Breast Cancer
29052442,Prostate Cancer
29052442,Multiple Myeloma
29052780,Liver Cancer
29053175,Head and Neck Cancer
29053672,Breast Cancer
29053672,Cardiac Tumors
29054093,Sarcoma
29054093,Breast Cancer
29054093,Kidney Cancer
29054359,Breast Cancer
29054376,Lung Cancer
29054496,Prostate Cancer
29054496,Kidney Cancer
29054689,Breast Cancer
29054718,Melanoma
29054911,Multiple Myeloma
29054983,Melanoma
29054986,Liver Cancer
29054986,Pancreatic Cancer
29055056,Lung Cancer
29055653,Bladder Cancer
29055653,Gastrointestinal Tumor
29055682,Bone Cancer
29056275,Prostate Cancer
29056275,Kidney Cancer
29057463,Skin Cancer
29057463,Lymphoma
29057869,Breast Cancer
29057879,Prostate Cancer
29057879,Breast Cancer
29057879,Head and Neck Cancer
29058144,Rectal Cancer
29058144,Anal Cancer
29058144,Gastrointestinal Tumor
29058260,Colorectal Cancer
29058260,Liver Cancer
29058716,Breast Cancer
29058986,Adrenocortical Cancer
29059428,Breast Cancer
29059430,Breast Cancer
29059635,Ovarian Cancer
29059635,Prostate Cancer
29059635,Melanoma
29059635,Breast Cancer
29059635,Liver Cancer
29059635,Lung Cancer
29059683,Breast Cancer
29061640,Multiple Myeloma
29061641,Brain Tumor
29061641,Breast Cancer
29061643,Head and Neck Cancer
29063299,Pancreatic Cancer
29063313,Breast Cancer
29063760,Bone Cancer
29063850,Melanoma
29063850,Brain Tumor
29063853,Prostate Cancer
29063981,Breast Cancer
29064025,Lymphoma
29064593,Leukemia
29064593,Multiple Myeloma
29064653,Prostate Cancer
29064751,Kidney Cancer
29065747,Multiple Myeloma
29066084,Kidney Cancer
29066363,Kidney Cancer
29066509,Kidney Cancer
29066658,Endometrial Cancer
29067547,Bladder Cancer
29067547,Prostate Cancer
29067547,Kidney Cancer
29067580,Pancreatic Cancer
29067605,Sarcoma
29067605,Colorectal Cancer
29067605,Kidney Cancer
29067643,Ovarian Cancer
29067643,Colorectal Cancer
29067643,Endometrial Cancer
29067723,Multiple Myeloma
29067925,Leukemia
29067925,Acute Myeloid Leukemia (AML)
29068062,Melanoma
29068062,Bone Cancer
29068062,Skin Cancer
29069274,Pancreatic Cancer
29069942,Leukemia
29069942,Acute Myeloid Leukemia (AML)
29070816,Melanoma
29071660,Colorectal Cancer
29071660,Liver Cancer
29071660,Lung Cancer
29072521,Breast Cancer
29072772,Leukemia
29072975,Thyroid Cancer
29072976,Lymphoma
29072977,Breast Cancer
29072977,Cardiac Tumors
29073069,Breast Cancer
29073103,Breast Cancer
29074088,Breast Cancer
29074098,Brain Tumor
29074098,Lung Cancer
29074098,Lymphoma
29074151,Lung Cancer
29074153,Sarcoma
29074501,Lymphoma
29074604,Brain Tumor
29075824,Liver Cancer
29076004,Leukemia
29076004,Acute Lymphoblastic Leukemia (ALL)
29076108,Kidney Cancer
29076131,Lymphoma
29076950,Melanoma
29077256,Brain Tumor
29078883,Breast Cancer
29078890,Liver Cancer
29078890,Pancreatic Cancer
29078898,Breast Cancer
29078898,Lung Cancer
29079178,Head and Neck Cancer
29079178,Kidney Cancer
29079389,Colorectal Cancer
29079457,Multiple Myeloma
29079654,Thyroid Cancer
29079660,Breast Cancer
29079920,Pancreatic Cancer
29079937,Breast Cancer
29080258,Lymphoma
29080258,Myeloproliferative Neoplasms
29082519,Lymphoma
29083466,Lung Cancer
29084350,Prostate Cancer
29084828,Colorectal Cancer
29084828,Liver Cancer
29084918,Colorectal Cancer
29084941,Head and Neck Cancer
29088360,Cardiac Tumors
29089060,Gastric Cancer
29089122,Cervical Cancer
29089122,Lung Cancer
29089281,Breast Cancer
29089357,Lung Cancer
29089462,Colorectal Cancer
29090365,Breast Cancer
29090520,Bone Cancer
29090520,Leukemia
29090520,Acute Lymphoblastic Leukemia (ALL)
29090963,Lung Cancer
29092903,Pancreatic Cancer
29093017,Breast Cancer
29093272,Testicular Cancer
29093439,Breast Cancer
29094250,Breast Cancer
29094668,Breast Cancer
29095680,Cardiac Tumors
29095680,Head and Neck Cancer
29096157,Prostate Cancer
29096668,Lymphoma
29097136,Endometrial Cancer
29097137,Cervical Cancer
29097253,Breast Cancer
29097253,Lung Cancer
29097298,Breast Cancer
29097618,Melanoma
29097800,Brain Tumor
29098284,Pancreatic Cancer
29098294,Colorectal Cancer
29098867,Ovarian Cancer
29098929,Prostate Cancer
29099264,Sarcoma
29099503,Breast Cancer
29099678,Melanoma
29099678,Lung Cancer
29099678,Pancreatic Cancer
29099733,Prostate Cancer
29099775,Kidney Cancer
29100169,Breast Cancer
29100190,Melanoma
29100675,Bone Cancer
29100675,Skin Cancer
29100675,Cervical Cancer
29100675,Multiple Myeloma
29100726,Breast Cancer
29101597,Breast Cancer
29101722,Liver Cancer
29102264,Lung Cancer
29102276,Anal Cancer
29102302,Lung Cancer
29103175,Breast Cancer
29103187,Colorectal Cancer
29103748,Head and Neck Cancer
29103752,Head and Neck Cancer
29103756,Head and Neck Cancer
29103839,Liver Cancer
29103883,Brain Tumor
29103883,Lung Cancer
29103912,Brain Tumor
29104112,Kidney Cancer
29104113,Skin Cancer
29104113,Head and Neck Cancer
29105081,Thyroid Cancer
29105081,Leukemia
29105343,Multiple Myeloma
29105517,Multiple Myeloma
29105802,Prostate Cancer
29106060,Melanoma
29106060,Breast Cancer
29106060,Prostate Cancer
29106060,Skin Cancer
29106060,Bone Cancer
29106060,Colorectal Cancer
29106060,Liver Cancer
29106060,Lung Cancer
29107016,Mesothelioma
29107016,Esophageal Cancer
29107016,Leukemia
29107016,Lung Cancer
29107016,Lymphoma
29107277,Prostate Cancer
29107279,Prostate Cancer
29107385,Breast Cancer
29107385,Lung Cancer
29107583,Bone Cancer
29107583,Leukemia
29107583,Acute Myeloid Leukemia (AML)
29109393,Prostate Cancer
29109393,Breast Cancer
29109779,Cervical Cancer
29110152,Breast Cancer
29110849,Skin Cancer
29110849,Lung Cancer
29111175,Bone Cancer
29111175,Prostate Cancer
29111259,Breast Cancer
29111259,Cervical Cancer
29111259,Thyroid Cancer
29111259,Colorectal Cancer
29111259,Liver Cancer
29112016,Bone Cancer
29112016,Leukemia
29112016,Lymphoma
29112016,Burkitt Lymphoma
29112227,Breast Cancer
29112234,Head and Neck Cancer
29112235,Cardiac Tumors
29112235,Lymphoma
29112893,Cardiac Tumors
29112938,Leukemia
29112938,Acute Myeloid Leukemia (AML)
